audio_file|text|speaker_name
wavs/three_2.wav|But I went to the president of Mexico.|1
wavs/three_2183.wav|You don't mind if I tell you, sir, do you?|1
wavs/three_1802.wav|So I said, listen, you and I, give me a negotiator because I don't want to do this with you.|1
wavs/three_347.wav|I was saying, can you believe he asked that question?|1
wavs/three_1079_0.wav|The plane is dark with the exception of a tiny little light that they've got on their dashboard underneath everything and totally concealed.|1
wavs/three_540.wav|I said, say yes.|1
wavs/three_2271.wav|Chicago could be solved in one day.|1
wavs/three_1148.wav|I will build a great, great wall on our southern border, and I will have Mexico paying for that wall.|1
wavs/two_91.wav|But this untapped potential, this tremendous cause of optimism,|1
wavs/three_1024.wav|I have ordered the Department of Homeland Security to create an office to serve American victims.|1
wavs/three_2029.wav|And it's always, he ends up going in the opposite direction, ultimately.|1
wavs/three_2222.wav|Gonna save a little time, sir.|1
wavs/two_76.wav|This region should not be a place from which refugees flee, but to which newcomers flock.|1
wavs/three_171.wav|I haven't seen one light and I'm getting a little nervous.|1
wavs/four_48.wav|When was the last time anybody saw us beating, let's say, China in a trade deal?|1
wavs/three_1453.wav|But once I got indicted, I said, well, now the gloves have to come off because they did something|1
wavs/two_40.wav|in this central part of the Islamic world.|1
wavs/two_162.wav|Barbarism will deliver you no glory.|1
wavs/three_2308.wav|No, they're very informative stories.|1
wavs/three_831.wav|And we've spent trillions and trillions of dollars overseas while our infrastructure at home has so badly crumbled.|1
wavs/two_77.wav|Saudi Arabia is home to the holiest sites in one of the world's great faiths.|1
wavs/three_282.wav|But it's very hard to get like, you know, once in a while she goes, you were really good tonight.|1
wavs/three_1817.wav|But I said, you have to give us 28,000.|1
wavs/three_2427.wav|and the border basically remains unchanged.|1
wavs/three_79.wav|He said, we will not do that, sir.|1
wavs/one_458.wav|A lot of guts.|1
wavs/three_57.wav|a catch and release in Mexico.|1
wavs/three_1692.wav|Send Joe Biden's illegal aliens back home.|1
wavs/three_1758.wav|And that's when our country had really, because we can look.|1
wavs/five_72.wav|robbed, destroyed the store, millions of dollars.|1
wavs/three_524.wav|See, they'll say, he rambled, he's cognitively... It's really the opposite.|1
wavs/one_329.wav|I will always be with you.|1
wavs/three_1577.wav|And now what they crave they wanted so badly is permanent political power and dominance for whatever reason.|1
wavs/five_44_0.wav|continue these destabilizing activities while building dangerous missiles.|1
wavs/three_2321.wav|You know, they stole 32% of our manufactured cars.|1
wavs/three_1512.wav|We have the best in the world, but we let everyone, because we're fools.|1
wavs/two_18.wav|That is why I chose to make my first foreign visit|1
wavs/one_154.wav|But we did.|1
wavs/three_2224.wav|The next day, I get a call that ISIS is really in bad shape.|1
wavs/three_2382.wav|I got the Russia, Russia, Russia hoax to take care of.|1
wavs/one_155.wav|We had just such a tremendous, tremendous success.|1
wavs/five_18.wav|This landmark agreement includes the announcement of a $110 billion Saudi-funded defense purchase.|1
wavs/three_109.wav|I proved that with ISIS.|1
wavs/one_404_0.wav|For too long, politicians have tried oh, have they tried to centralize authority among the hands of a small few in our nation's capital.|1
wavs/one_435.wav|Shame on you, Harry.|1
wavs/two_113.wav|America is prepared to stand with you in pursuit of shared interests and common security.|1
wavs/three_86.wav|You're going to do all sorts of things.|1
wavs/one_53.wav|and our great middle class, once the bedrock of American prosperity, was forgotten and left behind.|1
wavs/three_1415.wav|And it's your only escape from Joe Biden and his gangs.|1
wavs/three_1003.wav|These families should be free to choose the public, private, charter, magnet, religious, or homeschool that is right for them.|1
wavs/three_2310.wav|But no, that said, there's no cognitive problem.|1
wavs/two_86.wav|The entire region|1
wavs/three_2585.wav|And if I do poorly, I'm going to blame I'm going to blame Mercedes.|1
wavs/three_1754.wav|I figured it was maybe just talk.|1
wavs/one_446.wav|When he arrived, he says, he and his friends found nothing but tanks.|1
wavs/three_1704.wav|Even our bad criminals, they never had fistfights with the cops.|1
wavs/three_747.wav|They said, no, we don't have a drought.|1
wavs/three_1033.wav|But he never got the chance.|1
wavs/two_6.wav|I have always heard about the splendor of your country and the kindness of your citizens.|1
wavs/three_1365.wav|I can tell you that.|1
wavs/three_376.wav|Sir, I said, he said, would you like to rest up for a little while?|1
wavs/one_496.wav|is Captain Luis Avila.|1
wavs/three_1983.wav|There's not even a little, what they call a pigeon light, that's a tiny little, 100.|1
wavs/three_2387.wav|So he comes back in five minutes and he said, sir, I'm pleased to tell you that it would be our great honor to supply you with 28,000 soldiers free of charge.|1
wavs/three_560.wav|You could have had any one of them.|1
wavs/three_2061.wav|Rush Limbaugh, remember?|1
wavs/three_719.wav|pouring down from Canada.|1
wavs/three_1527.wav|Ukraine would have never happened.|1
wavs/one_67_0.wav|We must solve our problems to build our prosperity, to secure our future, or we will build vulnerable to decay, domination, and defeat.|1
wavs/three_1095.wav|On our 100th anniversary in 1876, citizens from across our nation came to Philadelphia to celebrate America's centennial.|1
wavs/three_1471.wav|And I will be called, go home with my family, and I will fight for my name.|1
wavs/one_314.wav|We get rid of the columns.|1
wavs/three_860.wav|To protect our citizens, I have directed the Department of Justice to form a task force on reducing violent crime.|1
wavs/three_2404.wav|We give them a billion dollars to get the hiker.|1
wavs/three_17.wav|I said to the president of Mexico, you're going to have to give us 28,000 soldiers for your charge.|1
wavs/one_301.wav|But there was a cameraman that was in front of it.|1
wavs/three_1120.wav|The time for trivial fights is behind us.|1
wavs/three_2236.wav|I grew up in New York doing real estate deals, really good ones, as you found out.|1
wavs/one_99.wav|I can't believe it.|1
wavs/two_342.wav|The United States is ready, willing, and able.|1
wavs/three_2235.wav|Don't forget, I had never done this.|1
wavs/three_1174.wav|This is an island surrounded by|1
wavs/two_147.wav|Central Command, is a crucial|1
wavs/three_1558.wav|Crooked Joe Biden, you remember The Apprentice?|1
wavs/three_939.wav|According to the National Academy of Sciences, our current immigration system costs American taxpayers many billions of dollars a year.|1
wavs/three_733.wav|They put restrictors on faucets.|1
wavs/three_917.wav|At our meeting, I asked them, how are you doing?|1
wavs/three_1842.wav|So this guy comes in, and I say, look, number one, I want 28,000 soldiers free of charge.|1
wavs/three_1200.wav|We have a tremendous group of dignitaries, leaders, world leaders, and local leaders, but we have|1
wavs/three_358.wav|And what's your name?|1
wavs/two_243.wav|I want to begin by expressing my appreciation to every leader in this room who has offered assistance and aid.|1
wavs/two_181.wav|In that spirit, after concluding my residence,|1
wavs/two_246.wav|The stock market is at an all-time high.|1
wavs/two_103.wav|This is a battle between barbaric criminals who seek to obliterate human life and decent people, all|1
wavs/three_2395.wav|We'd love to have you release people that you catch, prisoners and murderers.|1
wavs/four_24.wav|It's coming from all over South and Latin America.|1
wavs/one_153.wav|We don't have to talk about Reince.|1
wavs/two_196_0.wav|Bolstered by Iran, Assad has committed unspeakable crimes, and the United States has taken firm action in response to the use of banned chemical weapons.|1
wavs/three_1388.wav|He actually said it stronger than that.|1
wavs/three_433.wav|They take the military out first.|1
wavs/one_482.wav|These American heroes risked everything so that you and I can live in freedom.|1
wavs/three_1913.wav|Some of you know the story.|1
wavs/three_1654.wav|If there's any shred of justice left, they will fail and we will win.|1
wavs/one_306.wav|Now, big story, the retraction was like where?|1
wavs/one_519.wav|Getting strong again.|1
wavs/three_449.wav|Next day, I speak to somebody and I say,|1
wavs/three_100.wav|I'll bet you I get all 10 within minutes.|1
wavs/one_43_0.wav|From the Soviet Union to Cuba to Venezuela, wherever true socialism or communism has been adopted, it has delivered anguish and devastation and failure.|1
wavs/three_117.wav|I don't think it could ever be wokenized at the lower levels, because these are great people, tough people.|1
wavs/three_571.wav|And at seven o'clock on Monday morning, everything, including cars.|1
wavs/three_1505.wav|And we built five, think of it, we're the safest border.|1
wavs/three_1424.wav|Even the president just said, I do.|1
wavs/three_1671.wav|And then he got hit on the knee and he went down.|1
wavs/one_365.wav|to fight and to win for America, and you won for America.|1
wavs/two_265.wav|It is entirely up to us whether we lift the world to new heights or let it fall into a valley of disrepair.|1
wavs/two_54.wav|With God's help, this summit will mark the beginning of the end for those who practice terror and spread its vile creed.|1
wavs/two_165.wav|Your life will be empty, your life will be brief, and your soul will be fully condemned.|1
wavs/three_2158.wav|I said, what's not true?|1
wavs/two_344.wav|That's what the United Nations is all about.|1
wavs/three_2022.wav|They said, not since FDR has there been a speech so magnificently delivered.|1
wavs/one_358.wav|And Paula is up there.|1
wavs/one_345.wav|I'll tell you that.|1
wavs/three_1089.wav|We want harmony and stability, not war and conflict.|1
wavs/three_1564.wav|Get the hell out of here.|1
wavs/one_448.wav|Nothing but tanks.|1
wavs/three_1662.wav|I will tell you, there's never been in the history of our country a group of people treated the way they've been treated.|1
wavs/three_850.wav|We have placed a hiring freeze on non-military and non-essential federal workers.|1
wavs/three_1117.wav|When we fulfill this vision, when we celebrate our 250 years of glorious freedom,|1
wavs/three_692.wav|The history of our country.|1
wavs/three_375.wav|But we didn't know how bad he would be because we had been tested yet.|1
wavs/four_33.wav|Like Obama goes and he's got 50 people that he's sending.|1
wavs/three_33.wav|You know, Tom Holman was up before.|1
wavs/three_1478.wav|And it turned out I was right after going through all that.|1
wavs/one_59.wav|Nations that are rooted in their histories and invested in their destinies.|1
wavs/three_1601.wav|At the ballot boxes, November, it's you and the people.|1
wavs/one_521.wav|Your legacy, like our gratitude, will live forever.|1
wavs/three_99.wav|I said, I'll make you a little bet.|1
wavs/three_1190.wav|And I want to thank Matt and Mercedes Schlapp, two great people, along with the entire staff.|1
wavs/one_309.wav|I like honest reporting.|1
wavs/one_207.wav|You do the job like everybody in this room is capable of doing.|1
wavs/three_582.wav|And you're going to pay it on every single thing that comes in from Mexico into the United States.|1
wavs/three_1897.wav|He looked better than any movie actor you could get.|1
wavs/three_734.wav|You buy brand new faucets.|1
wavs/one_279.wav|And I think they're going to pay a big price.|1
wavs/three_2523.wav|Aren't they beautiful, darling?|1
wavs/three_2419.wav|Iran has $224 billion.|1
wavs/three_2030.wav|But if there's a wall behind him, he ends up walking into the wall.|1
wavs/three_2414.wav|I used to say that all the time.|1
wavs/three_870.wav|And as I promised throughout the campaign, to any in Congress who do not believe we should enforce our laws, I would ask you this one question.|1
wavs/five_43.wav|a murderous regime.|1
wavs/two_41_0.wav|This groundbreaking new center represents a clear declaration that Muslim-majority countries must take the lead in combating radicalization|1
wavs/three_664.wav|They had no money for anything.|1
wavs/three_766.wav|It's common sense.|1
wavs/three_940.wav|Switching away from this current system of lower-skilled immigration, and instead adopting a merit-based system, we will have so many more benefits.|1
wavs/three_909.wav|At the same time, we will provide massive tax relief for the middle class.|1
wavs/one_11.wav|Human Rights Council.|1
wavs/one_363.wav|Your loyalty to our nation is measured not merely in words, but in deeds.|1
wavs/one_239.wav|So I can only say that I am with you a thousand percent.|1
wavs/three_934.wav|Protecting our workers also means reforming our system of legal immigration.|1
wavs/three_2385.wav|Think of what I could've done if I didn't have to go through all that bullshit, right?|1
wavs/three_1300.wav|Thank you, Stephen.|1
wavs/three_397.wav|When they come in from Washington, they're a higher rank.|1
wavs/three_2587.wav|I'm going to blame Mercedes because I am supposed to be there and I'm not there.|1
wavs/three_2459.wav|They're selling oil to everybody.|1
wavs/three_1753.wav|And then we had the rigged election and they said, we don't want to, and I said, you know, they really do want open walls.|1
wavs/three_104.wav|If you don't approve this and if you don't give us those soldiers, and their soldiers are not politically correct.|1
wavs/four_11.wav|When Mexico sends its people, they're not sending their best.|1
wavs/three_1670.wav|This is a peaceful protest.|1
wavs/three_487.wav|Well, you know, doing stories like that, probably|1
wavs/two_390.wav|they use to launch attacks on all of our people.|1
wavs/three_686.wav|But we did a great job.|1
wavs/three_1373.wav|And then, all of a sudden, we had the China virus.|1
wavs/three_1629.wav|Your victory will be our ultimate vindication.|1
wavs/three_1767.wav|And we're going to be paying a price, and it will be the largest deportation in the history of our country.|1
wavs/two_139.wav|Many are already making significant contributions to regional security.|1
wavs/three_1308.wav|But he's an incredible guy, an incredible mind that loves our country.|1
wavs/three_1377.wav|will soon have us losing World War III.|1
wavs/two_159.wav|And we are having a very profound effect, if you look at what's happened recently.|1
wavs/three_819.wav|What we are witnessing today is the renewal of the American spirit.|1
wavs/two_143.wav|their territory.|1
wavs/three_2059.wav|Or when I interject a name, like I go, our president.|1
wavs/three_579.wav|We saved the steel industry, but Mexico is our biggest trading partner.|1
wavs/two_229.wav|Glorious wonders of science, art, medicine, and commerce to inspire mankind.|1
wavs/five_28.wav|But if we act,|1
wavs/three_984.wav|On this and so many other things, Democrats and Republicans should get together and unite for the good of our country and for the good of the American people.|1
wavs/three_2400.wav|And then last week, for the first time, I heard Mexico saying, we're not going to negotiate with the United States unless they give us $10 billion.|1
wavs/three_225.wav|Now, here's the problem with that story.|1
wavs/three_2036.wav|They actually turn away.|1
wavs/one_189.wav|And I recognized immediately.|1
wavs/three_1146.wav|And it's coming probably, probably from the Middle East.|1
wavs/one_275.wav|We had 250,000 people literally around, you know, in the little ball that we constructed.|1
wavs/three_1419.wav|He really is a threat to democracy.|1
wavs/three_159.wav|And the plane was absolutely dark, no lights on the outside, no lights on the inside.|1
wavs/three_1485.wav|So, if we can break out of this Biden nightmare, it's a nightmare.|1
wavs/one_480.wav|And some of them were hurt really badly.|1
wavs/three_1006.wav|But then she was able to enroll in a private center for LEARN, a great learning center, with the help of a tax credit|1
wavs/three_2597.wav|We're going to win it bigger than ever before.|1
wavs/one_560.wav|We will all prove worthy.|1
wavs/three_1664_1.wav|Above all else, we will keep our promises to the American people.|1
wavs/three_1229.wav|Thank you, Vivek.|1
wavs/two_5.wav|to be received by such gracious hosts.|1
wavs/one_56.wav|This bond is the source of America's strength and that of every responsible nation represented here today.|1
wavs/one_282.wav|And I also happen to like Churchill, Winston Churchill.|1
wavs/three_2515.wav|In Beverly Hills, you pay a fortune in taxes.|1
wavs/three_2557.wav|Our country is run by that are destroying it.|1
wavs/three_192.wav|I say to the captain, are we okay?|1
wavs/three_623.wav|And then last week, for the first time, I heard Mexico saying, we're not going to negotiate with the United States unless they give us $10 billion.|1
wavs/three_1291.wav|And a man, the single greatest advertiser and purchaser of advertising in the history of America, Mike Lindell.|1
wavs/three_1265.wav|Thank you very much.|1
wavs/one_490.wav|And we really support that incredible win that they have.|1
wavs/three_2599.wav|It's going to be more important even than 2016.|1
wavs/one_379.wav|Thank you very much.|1
wavs/three_2120.wav|We call it the children's.|1
wavs/three_1860.wav|People were coming in deathly sick with a disease, highly contagious.|1
wavs/three_1463.wav|They'll never, he did it.|1
wavs/three_742.wav|I get that whole deal ready.|1
wavs/three_1495.wav|Prisons in the Congo.|1
wavs/three_2494.wav|I watched him on Sean Hannity, who's a good man, Sean.|1
wavs/one_333.wav|Thank you very much.|1
wavs/three_685.wav|He probably, you know, lost his chairmanship or whatever he was.|1
wavs/three_2025.wav|They're just, they're fake.|1
wavs/two_286.wav|In America, we do not seek to impose our way of life on anyone, but rather to let it shine as an example for everyone to watch.|1
wavs/three_1344.wav|Thank you, Sebastian, I just spotted you, it's lucky you're nice.|1
wavs/three_2264.wav|100% of ISIS.|1
wavs/three_1862.wav|They have diseases nobody's ever even heard about.|1
wavs/three_1137.wav|They're bringing crime.|1
wavs/two_354.wav|We face this decision not only in North Korea.|1
wavs/two_401.wav|That is why the United States carried out a missile strike on the airbase that launched the attack.|1
wavs/three_1583.wav|We're going to have freedom again.|1
wavs/three_2107.wav|We have a lot of great aptitude.|1
wavs/two_225.wav|But if we act|1
wavs/three_1026.wav|We are providing a voice to those who have been ignored by our media and silenced by special interests.|1
wavs/three_1456.wav|He was a very popular person.|1
wavs/three_2363.wav|I could sit down and do nothing but change deals.|1
wavs/two_200_0.wav|Iran has a rich history and culture, but the people of Iran have endured hardship and despair under their leader's reckless pursuit of conflict and terror.|1
wavs/three_1077_4.wav|We have this massive plane.|1
wavs/three_2154.wav|Let's get the business.|1
wavs/three_356.wav|There's nobody you could hire in Hollywood that looks like this.|1
wavs/three_2313.wav|So what happens is I'm talking to the gentleman, and he's very confident.|1
wavs/three_2569.wav|They said, what do you do, sir?|1
wavs/three_748.wav|We have so much water, you don't know what to do.|1
wavs/one_311.wav|We may have to get you a larger room.|1
wavs/one_17.wav|But the powerful people in this room, under the guidance and auspices of the United Nations, can solve many of these vicious and complex problems.|1
wavs/three_1794.wav|No, no, no, Donald, I will not.|1
wavs/three_1282.wav|Rick Grinnell.|1
wavs/three_1702.wav|They will actually have fistfights with police in the middle of the street.|1
wavs/two_220.wav|Will we let its venom spread?|1
wavs/one_310.wav|I will tell you, final time, although I will say it when you let in your thousands of other people that have been trying to come in, because I am coming back, we may have to get you a larger room.|1
wavs/three_2067.wav|But he'd go, Barack Hussein.|1
wavs/three_841.wav|Our terrible drug epidemic will slow down and ultimately stop.|1
wavs/one_347.wav|Just the other day, we signed Veterans Accountability.|1
wavs/three_2268.wav|I equate it with our police and law enforcement people.|1
wavs/two_58.wav|and the ideology that drives it.|1
wavs/three_867.wav|For that reason, we will soon begin the construction of a great, great wall along our southern border.|1
wavs/one_511.wav|He received a Purple Heart for his service and sacrifice.|1
wavs/three_1385.wav|He said, you bring back Trump, it'll all stop.|1
wavs/one_109.wav|Mr. President, please, we don't need that much backing.|1
wavs/two_368.wav|and destruction.|1
wavs/three_16.wav|It's a very horrible thing.|1
wavs/one_481.wav|They've got so much spirit, and they love this country so much.|1
wavs/three_1484.wav|We cannot let this continue to happen.|1
wavs/three_275.wav|And she loves our country and she loves the people, it's true.|1
wavs/three_2343.wav|Like in school, we want to have choice.|1
wavs/two_37.wav|We have also started discussions with many of the countries present today on strengthening partnerships and forming new ones to advance security|1
wavs/three_964.wav|They're leaving, and many Americans have no choice at all.|1
wavs/three_2149.wav|No windows, no nothing.|1
wavs/one_75.wav|The revolution was in the minds and hearts of the people.|1
wavs/two_284.wav|their own destiny.|1
wavs/three_440.wav|It was ridiculous, but I would have never let Bagram go because Bagram|1
wavs/three_2440.wav|He said, all right, well, we won't do it.|1
wavs/three_2075.wav|Donald Trump doesn't know who the president of our country is.|1
wavs/three_980.wav|Every problem can be solved.|1
wavs/three_621.wav|Sir, you can do whatever the hell you want.|1
wavs/three_2578.wav|They tell you our law enforcement is great.|1
wavs/one_215.wav|I said, I think I'm young.|1
wavs/three_1781.wav|You can't come up with your own names, but I do.|1
wavs/three_1074.wav|And now, based on our very strong and frank discussions, they are beginning to do just that.|1
wavs/three_2460.wav|They're making so much money, they don't know what to do.|1
wavs/three_2497.wav|No, no, California's never done better, bah, bah, bah.|1
wavs/three_1439.wav|of very bad people, very sick people, smart people, intelligent people, but they're hell-bent on the destruction of American freedom.|1
wavs/five_8.wav|and powerful global bureaucracies were the best way to promote their success.|1
wavs/three_2278.wav|When you see these department stores where 300, 400, usually kids walk in there with the masks on and rob, destroy the store, billions of dollars.|1
wavs/three_1353.wav|It will collapse as sure as you're sitting or standing there.|1
wavs/three_665.wav|They were down to almost nothing.|1
wavs/three_1984_1.wav|The time has come for a new program|1
wavs/three_1176.wav|If anybody would like to give up their space, let other people come in.|1
wavs/three_2121.wav|I never had a problem with it, but I'm walking down, and I'm looking down, and I see these central casting.|1
wavs/three_2411.wav|I said, don't go into Iraq.|1
wavs/three_1566.wav|Let's go after them.|1
wavs/one_554.wav|And we are all made by the same Almighty God.|1
wavs/three_234.wav|What the hell are they doing?|1
wavs/three_2362.wav|I changed the Japan deal.|1
wavs/three_886_0.wav|Finally, I have kept my promise to appoint a justice to the United States Supreme Court from my list of 20 judges who will defend our Constitution.|1
wavs/one_396.wav|The dishonest media will never keep us from accomplishing our objectives on behalf of our great American people.|1
wavs/four_6.wav|And I will tell you this, and I said it very strongly, politicians, politicians, I am officially running for President of the United States.|1
wavs/one_70.wav|Are we still patriots?|1
wavs/two_329.wav|No one has shown more contempt for other nations and for the well-being of their own people than the depraved regime in North Korea.|1
wavs/one_257.wav|The field was, it looked like a million, a million and a half people.|1
wavs/three_1486.wav|Our country is no longer respected.|1
wavs/two_285.wav|And strong, sovereign nations allow individuals to flourish in the fullness of the life intended by God.|1
wavs/three_2540.wav|We had like 100,000 people show up.|1
wavs/three_2334.wav|This was so cold.|1
wavs/three_1245.wav|Well, she was very close to being governor, but unfortunately, a lot of the voting machines just didn't work.|1
wavs/two_382.wav|We agreed that all responsible nations must work together to confront terrorists,|1
wavs/three_1222.wav|Congressman Cory Mills, a very powerful competitor of mine.|1
wavs/three_1559.wav|Crooked Joe Biden, you're fired.|1
wavs/one_251.wav|But we had a massive field of people.|1
wavs/four_32.wav|And part of the reason is we always tell everything.|1
wavs/three_357.wav|So I walked down and this is where I met General Raisin Cain.|1
wavs/two_219.wav|Will we protect our citizens from its violent ideology?|1
wavs/three_130.wav|Raisin, sir.|1
wavs/two_80.wav|to modern ones, including soaring achievements in architecture.|1
wavs/one_349.wav|For 40 years, they've been trying.|1
wavs/three_459.wav|Don't forget, I had never done this.|1
wavs/three_1013.wav|In Chicago, more than 4,000 people were shot last year alone, and the murder rate so far this year has been even higher.|1
wavs/three_795.wav|I'm going to blame Mercedes.|1
wavs/one_158.wav|in this case, went so quickly because I would see six or seven or eight for Secretary of Agriculture, who we just named the other day, Sonny Perdue, governor, former governor of Georgia, fantastic guy.|1
wavs/one_16.wav|Of the world are in conflict, and some, in fact, are going to hell.|1
wavs/three_208.wav|There is no light.|1
wavs/three_1153.wav|We're checker players, and we don't play well.|1
wavs/three_614.wav|It was like people, they had no earth left.|1
wavs/three_530.wav|But no, there's no cognitive problem.|1
wavs/three_442.wav|They left the dogs behind, they left the lights on, and you know who occupies it?|1
wavs/three_481.wav|Low as hell.|1
wavs/three_1048.wav|Finally, to keep America safe, we must provide the men and women of the United States military with the tools they need to prevent war.|1
wavs/three_2095.wav|Bob, Mr. President, sir, we just wanted to know, are you feeling well?|1
wavs/three_1131.wav|$9,240,000,000.|1
wavs/one_61.wav|And most important of all,|1
wavs/three_496.wav|The New York police, I grew up with them.|1
wavs/four_35.wav|He's sending 50 soldiers, our finest, over there.|1
wavs/three_572.wav|And by the way, Mexico is our number one trading partner.|1
wavs/three_1669.wav|As far as the eye could see, Minneapolis burning to the ground.|1
wavs/three_2156.wav|I say, so General Mattis and all these guys that tell me back in Washington that it'll take four or five years to defeat ISIS.|1
wavs/three_689.wav|We took the money out of the military.|1
wavs/three_268.wav|But one of these guys will run up and grab them and take them off.|1
wavs/three_1623.wav|They wouldn't even say anything because we had no problem.|1
wavs/one_71.wav|Do we love our nations enough to protect their sovereignty and to take ownership of their futures?|1
wavs/two_345.wav|That's what the United Nations is for.|1
wavs/three_1073.wav|But our partners must meet their financial obligations.|1
wavs/one_266.wav|But the truth is that it stopped immediately.|1
wavs/one_86.wav|Our hope is a word and world.|1
wavs/three_817.wav|of American greatness is now beginning.|1
wavs/three_2490.wav|No, but people all over the world are hearing this, that California... Look, a lot of people think Gavin Newsom is gonna run in a certain way.|1
wavs/three_436.wav|18 months, we didn't have one soldier killed.|1
wavs/three_343.wav|They go step by step and they would never get off that sucker.|1
wavs/three_787.wav|They tell you our law enforcement is great.|1
wavs/three_1489.wav|And we have it in the grasp to make America richer and safer and stronger and prouder and more beautiful than ever before.|1
wavs/two_27.wav|For Americans, this is a very exciting time.|1
wavs/three_289.wav|Or when I interject a name, like I go, our president.|1
wavs/three_2267.wav|I tell that story sometimes rarely because it's, you know, it's a rough story, but I tell it because you have to know what a great military we have if you let them do their job.|1
wavs/three_919.wav|They said that it's good.|1
wavs/three_1.wav|So you can't come up with your own names, but I did.|1
wavs/three_2365.wav|And then you wonder why we have a $2 trillion deficit.|1
wavs/three_2297.wav|And if they do their job, they lose everything.|1
wavs/three_435.wav|I said, Abdul, you'll get hit so hard.|1
wavs/two_251.wav|creating job growth the likes of which our country has not seen in a very long time.|1
wavs/three_849.wav|And we'll be saving billions more on contracts all across our government.|1
wavs/three_2466.wav|It is Deface the Nation, because the news is so fake.|1
wavs/three_798.wav|But I think we're going to do OK.|1
wavs/three_1196.wav|I've been saying it more and more, you know, conservative, it's common sense.|1
wavs/three_137.wav|He said, they're not tough, sir.|1
wavs/three_562.wav|I guess they saved them in some way.|1
wavs/three_1717.wav|So it took a long time, but now it's talking.|1
wavs/two_254.wav|For more than 70 years, in times of war and peace, the leaders of nations, movements, and religions have stood before this assembly.|1
wavs/three_2005.wav|Donald Trump wanted to give himself the Congressional Medal.|1
wavs/three_2300.wav|So as you remember, the president of Mexico sent a representative.|1
wavs/three_1084.wav|We must learn from the mistakes of the past.|1
wavs/one_380.wav|We will always, always remember what you did for us.|1
wavs/three_2513.wav|They can't farm it because they have no water.|1
wavs/one_427.wav|That was a big one.|1
wavs/three_1167.wav|I like China.|1
wavs/three_697.wav|Free health care, free education.|1
wavs/two_365.wav|entered into.|1
wavs/three_1175.wav|outside of this hall.|1
wavs/three_1022.wav|We must support the incredible men and women of law enforcement.|1
wavs/three_1724.wav|Because we have millions and millions of people, and they came from prisons and jails.|1
wavs/three_1716.wav|And so they came over here.|1
wavs/three_852.wav|We have undertaken a historic effort to massively reduce job-crushing regulations, creating a deregulation task force inside of every government agency.|1
wavs/one_195.wav|People like him.|1
wavs/three_854.wav|We're going to stop|1
wavs/one_31.wav|This situation is completely unacceptable, and we cannot stand by and watch.|1
wavs/two_190.wav|I am speaking, of course, of Iran.|1
wavs/three_941.wav|It will save countless dollars, raise workers' wages, and help struggling families, including immigrant families, enter the middle class.|1
wavs/three_2444.wav|But China didn't buy.|1
wavs/three_2590.wav|And I just want to thank everybody.|1
wavs/three_721.wav|They take this water and they send it out to the Pacific, way above California.|1
wavs/three_648.wav|So Iran, they might as well change the name.|1
wavs/three_1506.wav|Three years ago, we had the safest border in the history of our country.|1
wavs/one_485.wav|We like winning again, don't we?|1
wavs/three_857.wav|And I've issued a new directive that new American pipelines be made with American steel.|1
wavs/three_527.wav|These fakers up there, he rambled on endlessly, telling these horrible and very boring stories.|1
wavs/three_542.wav|You know, they stole 32% of our manufactured cars.|1
wavs/three_1645.wav|The only crime I've ever committed is defending America and those who want to destroy it.|1
wavs/three_2439.wav|And President Xi, I told him this.|1
wavs/three_1738.wav|And I couldn't get the damn thing through Paul Ryan.|1
wavs/three_2230.wav|It's our great military with people that know what the hell this is.|1
wavs/three_2090.wav|You know, it's like a mental challenge and horrible people, but they're screaming and you're answering and you get them.|1
wavs/three_2250.wav|Well, maybe if you fly over them with those incredible thunderous, you'll shake them up a little bit and they'll surrender, sir.|1
wavs/three_255.wav|But if there's a wall behind him, he ends up walking into the wall.|1
wavs/one_35.wav|The United States has taken important steps to hold the regime accountable.|1
wavs/three_758.wav|36 million ballots get sent out to people unknown.|1
wavs/three_2286.wav|You don't even have to do it in every city.|1
wavs/three_2329.wav|Remember, four weeks ago, I won in the largest margin times two history in Iowa, and it was 40 degrees below zero on election night.|1
wavs/three_94.wav|So we had a list of these 10 things, one tougher than the next.|1
wavs/three_2279.wav|Then the store closes, the whole thing starts to collapse, the city.|1
wavs/three_1317.wav|Stand up, Tom Fitt.|1
wavs/three_635.wav|But if you're going to do it, keep the oil.|1
wavs/three_11.wav|We're equal opportunity.|1
wavs/two_62.wav|The nations of Europe have also endured unspeakable horror.|1
wavs/three_301.wav|Joe is not strong on aptitude.|1
wavs/three_2533.wav|And they have so much water.|1
wavs/three_206.wav|And I want to ask him again, but I want to show some bravery because I thought we were going down for the count.|1
wavs/three_1523.wav|And then all of a sudden, something very bad happened.|1
wavs/three_1037.wav|Also with us are Susan Oliver and Jessica Davis.|1
wavs/three_1677.wav|They'll only motivate us more to make America great again.|1
wavs/three_1183.wav|And thank you very much.|1
wavs/two_182.wav|in a fabulous place that we're at today, Riyadh, which I've gotten to know so well in so short a time.|1
wavs/three_1444.wav|And if we don't stop it, this is it. 2024.|1
wavs/two_385.wav|We must deny the terrorists safe haven, transit, funding, and any form of support for their vile and sinister ideology.|1
wavs/three_0.wav|politician, 28 years.|1
wavs/three_745.wav|And they have so much water.|1
wavs/three_1436.wav|So it's very dangerous.|1
